"","school","logo"
"673","Washington & Jefferson","http://a.espncdn.com/i/teamlogos/ncaa/500/2686.png"
"674","Washington & Lee","http://a.espncdn.com/i/teamlogos/ncaa/500/2688.png"
"675","Washington (MO)","http://a.espncdn.com/i/teamlogos/ncaa/500/143.png"
"676","Washington State","http://a.espncdn.com/i/teamlogos/ncaa/500/265.png"
"677","Wayland Baptist","http://a.espncdn.com/i/teamlogos/ncaa/500/630.png"
"678","Waynesburg","http://a.espncdn.com/i/teamlogos/ncaa/500/2845.png"
"679","Wayne State (MI)","http://a.espncdn.com/i/teamlogos/ncaa/500/131.png"
"680","Wayne State (NE)","http://a.espncdn.com/i/teamlogos/ncaa/500/2844.png"
"681","Webber International","http://a.espncdn.com/i/teamlogos/ncaa/500/2691.png"
"682","Weber State","http://a.espncdn.com/i/teamlogos/ncaa/500/2692.png"
"683","Wesleyan","http://a.espncdn.com/i/teamlogos/ncaa/500/336.png"
"684","Wesley College","http://a.espncdn.com/i/teamlogos/ncaa/500/2846.png"
"685","West Alabama","http://a.espncdn.com/i/teamlogos/ncaa/500/2695.png"
"686","West Chester","http://a.espncdn.com/i/teamlogos/ncaa/500/223.png"
"687","Western Carolina","http://a.espncdn.com/i/teamlogos/ncaa/500/2717.png"
"688","Western Connecticut State","http://a.espncdn.com/i/teamlogos/ncaa/500/2843.png"
"689","Western Illinois","http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png"
"690","Western Kentucky","http://a.espncdn.com/i/teamlogos/ncaa/500/98.png"
"691","Western Michigan","http://a.espncdn.com/i/teamlogos/ncaa/500/2711.png"
"692","Western New England","http://a.espncdn.com/i/teamlogos/ncaa/500/2702.png"
"693","Western New Mexico","http://a.espncdn.com/i/teamlogos/ncaa/500/2703.png"
"694","Western Oregon","http://a.espncdn.com/i/teamlogos/ncaa/500/2848.png"
"695","Western State","http://a.espncdn.com/i/teamlogos/ncaa/500/2714.png"
"696","Western Washington","http://a.espncdn.com/i/teamlogos/ncaa/500/2847.png"
"697","Westfield State","http://a.espncdn.com/i/teamlogos/ncaa/500/2909.png"
"698","West Florida",""
"699","West Georgia","http://a.espncdn.com/i/teamlogos/ncaa/500/2698.png"
"700","West Liberty","http://a.espncdn.com/i/teamlogos/ncaa/500/2699.png"
"701","Westminster","http://a.espncdn.com/i/teamlogos/ncaa/500/433.png"
"702","Westminster PA","http://a.espncdn.com/i/teamlogos/ncaa/500/2849.png"
"703","West Texas A&M","http://a.espncdn.com/i/teamlogos/ncaa/500/2704.png"
"704","West Virginia","http://a.espncdn.com/i/teamlogos/ncaa/500/277.png"
"705","West Virginia Tech","http://a.espncdn.com/i/teamlogos/ncaa/500/2706.png"
"706","Wheaton College (Ill)","http://a.espncdn.com/i/teamlogos/ncaa/500/396.png"
"707","Whittier","http://a.espncdn.com/i/teamlogos/ncaa/500/2850.png"
"708","Whitworth","http://a.espncdn.com/i/teamlogos/ncaa/500/2721.png"
"709","Widener","http://a.espncdn.com/i/teamlogos/ncaa/500/2725.png"
"710","Wilkes","http://a.espncdn.com/i/teamlogos/ncaa/500/398.png"
"711","Willamette","http://a.espncdn.com/i/teamlogos/ncaa/500/2930.png"
"712","William Jewell College","http://a.espncdn.com/i/teamlogos/ncaa/500/2911.png"
"713","William & Mary","http://a.espncdn.com/i/teamlogos/ncaa/500/2729.png"
"714","William Paterson","http://a.espncdn.com/i/teamlogos/ncaa/500/2970.png"
"715","William Penn","http://a.espncdn.com/i/teamlogos/ncaa/500/2912.png"
"716","Williams","http://a.espncdn.com/i/teamlogos/ncaa/500/2731.png"
"717","Williamson Trade","http://a.espncdn.com/i/teamlogos/ncaa/500/3130.png"
"718","Wilmington (OH)","http://a.espncdn.com/i/teamlogos/ncaa/500/2733.png"
"719","Wingate","http://a.espncdn.com/i/teamlogos/ncaa/500/351.png"
"720","Winona State","http://a.espncdn.com/i/teamlogos/ncaa/500/2851.png"
"721","Winston-Salem","http://a.espncdn.com/i/teamlogos/ncaa/500/2736.png"
"722","Wisconsin","http://a.espncdn.com/i/teamlogos/ncaa/500/275.png"
"723","Wisconsin-Eau Claire","http://a.espncdn.com/i/teamlogos/ncaa/500/2738.png"
"724","Wisconsin-La Crosse","http://a.espncdn.com/i/teamlogos/ncaa/500/2740.png"
"725","Wisconsin Lutheran","http://a.espncdn.com/i/teamlogos/ncaa/500/2741.png"
"726","Wisconsin-Platteville","http://a.espncdn.com/i/teamlogos/ncaa/500/272.png"
"727","Wisconsin-Stevens Point","http://a.espncdn.com/i/teamlogos/ncaa/500/2743.png"
"728","Wittenberg","http://a.espncdn.com/i/teamlogos/ncaa/500/2746.png"
"729","Wofford","http://a.espncdn.com/i/teamlogos/ncaa/500/2747.png"
"730","Wooster","http://a.espncdn.com/i/teamlogos/ncaa/500/2748.png"
"731","Worcester Polytechnic","http://a.espncdn.com/i/teamlogos/ncaa/500/2749.png"
"732","Worcester State College","http://a.espncdn.com/i/teamlogos/ncaa/500/402.png"
"733","Wright State University","http://a.espncdn.com/i/teamlogos/ncaa/500/2750.png"
"734","WV State","http://a.espncdn.com/i/teamlogos/ncaa/500/2707.png"
"735","WV Wesleyan","http://a.espncdn.com/i/teamlogos/ncaa/500/455.png"
"736","Wyoming","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png"
"737","Yale","http://a.espncdn.com/i/teamlogos/ncaa/500/43.png"
"738","Youngstown State","http://a.espncdn.com/i/teamlogos/ncaa/500/2754.png"
"739","10th District A.C.",""
"740","111th Ambulance",""
"741","11th Cavalry",""
"742","1st Infantry",""
"743","1st Texas Artillery",""
"744","20th Infantry",""
"745","260th Coast Artillery",""
"746","26th Infantry",""
"747","2nd Developmemt Regiment",""
"748","2nd Texas 132nd Infantry",""
"749","362nd Infantry",""
"750","3rd Army Corps",""
"751","47th Infantry",""
"752","48th Infantry",""
"753","7th Infantry",""
"754","9th Amry Corps",""
"755","Abilene Field",""
"756","Active Football Club",""
"757","Actual Business College",""
"758","Adelbert",""
"759","Adelphi",""
"760","Alabama Medical",""
"761","Alabama Presbyterian",""
"762","Alabama Southern",""
"763","Alameda Coast Guard",""
"764","Alameda NAS",""
"765","Albertson",""
"766","Albuquerque Field",""
"767","Alliance",""
"768","Alma",""
"769","Altoona A.C.",""
"770","Amarillo Field",""
"771","American",""
"772","American Legion",""
"773","American Medical",""
"774","American Osteopath",""
"775","Amherst YMCA",""
"776","Anaconda Anodes",""
"777","Anderson",""
"778","Andover",""
"779","Arizona All-Stars",""
"780","Armour",""
"781","Army Ambulance Corps",""
"782","Athens",""
"783","Athens A.C.",""
"784","Atlantic Christian",""
"785","Atlantic City NAS",""
"786","Augusta Military Academy",""
"787","Augustana (South Dakota)",""
"788","Austin",""
"789","Austin High",""
"790","Bailey Military",""
"791","Bainbridge NTS",""
"792","Baker",""
"793","Balboa NTS",""
"794","Ballard Meteors",""
"795","Baltimore",""
"796","Baltimore A.C.",""
"797","Bankers A.C.",""
"798","Barksdale Field",""
"799","Barnes Medical",""
"800","Barron Field",""
"801","Beaumont Hospital",""
"802","Belhaven College","http://a.espncdn.com/i/teamlogos/ncaa/500/2056.png"
"803","Bellefonte Academy",""
"804","Bellevue",""
"805","Belmont A.C.",""
"806","Beloit High",""
"807","Benedict","http://a.espncdn.com/i/teamlogos/ncaa/500/2059.png"
"808","Bennett Medical",""
"809","Berg Field",""
"810","Bergstrom Field",""
"811","Berkeley A.C.",""
"812","Bethany (Kansas)",""
"813","Bethany (West Virginia)",""
"814","Bethel",""
"815","Bingham",""
"816","Birmingham",""
"817","Birmingham High",""
"818","Bishop",""
"819","Blackland Field",""
"820","Blountsville Agricultural",""
"821","Bogue Field",""
"822","Bolling Field",""
"823","Boston A.C.",""
"824","Boston English High",""
"825","Boston Latin High",""
"826","Boston University",""
"827","Boulder High",""
"828","Bowie State","http://a.espncdn.com/i/teamlogos/ncaa/500/2075.png"
"829","Bradford National Guard",""
"830","Bradley",""
"831","Brandeis",""
"832","Brayton",""
"833","Bremerton Navy",""
"834","Bridgewater",""
"835","Britannia",""
"836","British Club of New York",""
"837","Brooklyn",""
"838","Brooklyn Polytechnic Institute",""
"839","Brooklyn Tigers (NFL)",""
"840","Bryan Field",""
"841","Bryson",""
"842","Buckner Business College",""
"843","Bunker Hill Navy",""
"844","Burleson",""
"845","Burlingame A.C.",""
"846","Butler YMCA",""
"847","Butte A.C.",""
"848","California Alumni",""
"849","California (Pennsylvania)",""
"850","California-Riverside",""
"851","California-Santa Barbara",""
"852","California Tech",""
"853","Cal Poly-Pomona",""
"854","Cal State Fullerton",""
"855","Cal State Los Angeles",""
"856","Cal State Northridge",""
"857","Camp Adams",""
"858","Camp Baker",""
"859","Camp Beale",""
"860","Camp Blanding",""
"861","Camp Davis",""
"862","Camp Devens",""
"863","Camp Dodge",""
"864","Camp Doniphan",""
"865","Campello",""
"866","Camp Funston",""
"867","Camp Gordon",""
"868","Camp Grant",""
"869","Camp Greene",""
"870","Camp Greenleaf",""
"871","Camp Griffin",""
"872","Camp Haan",""
"873","Camp Hancock",""
"874","Camp Harrison",""
"875","Camp Hood",""
"876","Camp Humphreys",""
"877","Camp Kilmer",""
"878","Camp Lee",""
"879","Camp Lejeune",""
"880","Camp Logan",""
"881","Camp Lyons",""
"882","Camp Mabry",""
"883","Camp MacAurthur",""
"884","Camp MacDowell",""
"885","Camp Mackall",""
"886","Camp McClelland",""
"887","Camp McKinley",""
"888","Camp McPherson",""
"889","Camp Meyer",""
"890","Camp Peary",""
"891","Camp Pendleton",""
"892","Camp Perry",""
"893","Camp Pickett",""
"894","Camp Pike",""
"895","Camp Polk",""
"896","Camp Preble",""
"897","Camp Russell",""
"898","Camp Sevier",""
"899","Camp Shelby",""
"900","Camp Sherman",""
"901","Camp Taylor",""
"902","Camp Travis",""
"903","Camp Wadsworth",""
"904","Canada All-Stars",""
"905","Canisius",""
"906","Canton A.C.",""
"907","Carleton-St. Olaf",""
"908","Carlisle",""
"909","Carlstrom Field",""
"910","Carroll (Montana)",""
"911","Carroll (Wisconsin)",""
"912","Carruthers Field",""
"913","Carswell AFB",""
"914","Casa Blanca Indians",""
"915","Case",""
"916","Castle Heights",""
"917","Catawba College",""
"918","Catholic",""
"919","Centenary (LA)",""
"920","Centerville (Butte)",""
"921","Central Academy",""
"922","Central (Iowa)",""
"923","Central (Kentucky)",""
"924","Chamberlain Hunt",""
"925","Chanute Field",""
"926","Charles City",""
"927","Charleston",""
"928","Charleston Coast Guard",""
"929","Charleston Navy",""
"930","Chatham Field",""
"931","Chemawa",""
"932","Cherry Point Marines",""
"933","Cheyenne High",""
"934","Chicago A.C.",""
"935","Chicago Alumni",""
"936","Chicago College",""
"937","Chicago Dental",""
"938","Chicago Dining Club",""
"939","Chicago Medical",""
"940","Chicago Naval Reserve",""
"941","Chicago YMCA",""
"942","Chick Springs Military",""
"943","Chilocco",""
"944","Chowan","http://a.espncdn.com/i/teamlogos/ncaa/500/2804.png"
"945","Christian Brothers",""
"946","City College of New York",""
"947","Clarke Memorial",""
"948","Clarkson",""
"949","Clemson Freshmen",""
"950","Cleveland Naval Reserves",""
"951","C.M.T.S.",""
"952","College All-Stars",""
"953","Colorado Alumni",""
"954","Colorado College Alumni",""
"955","Colorado Springs Field",""
"956","Colorado Springs High",""
"957","Colorado State Freshmen",""
"958","Columbia A.C.",""
"959","Columbia Alumni",""
"960","Columbia College",""
"961","Columbia Law",""
"962","Columbia (Oregon)",""
"963","Columbia YMCA",""
"964","Company I",""
"965","Connecticut Literary",""
"966","Connecticut-Waterbury",""
"967","Conway Hall",""
"968","Corpus Christi NAS",""
"969","Cortland State",""
"970","Cotton City A.C.",""
"971","Crane J.C.",""
"972","Creighton",""
"973","Crescent A.C.",""
"974","Culver",""
"975","Curtis Bay Coast Guard",""
"976","Dalhart Field",""
"977","Dallas",""
"978","Daniel Baker",""
"979","Daniel Field",""
"980","Davis & Elkins",""
"981","Dean Academy",""
"982","Decatur Baptist",""
"983","Del Monte Pre-Flight",""
"984","Denver",""
"985","Denver A.C.",""
"986","Denver Alumni",""
"987","Denver Freshmen",""
"988","Denver Manual High",""
"989","DePaul",""
"990","Des Moines",""
"991","Des Moines Baptist",""
"992","Detroit A.C.",""
"993","Detroit Mercy",""
"994","Dickinson Seminary",""
"995","Dixie",""
"996","Dixie State","http://a.espncdn.com/i/teamlogos/ncaa/500/3101.png"
"997","Dixon",""
"998","Doane",""
"999","Drake Alumni",""
"1000","Drexel",""
"1001","Drury",""
"1002","Duquesne A.C.",""
"1003","East Central Oklahoma",""
"1004","East Denver High",""
"1005","East Des Moines High",""
"1006","Eastern Arizona J.C.",""
"1007","Eastern (Virginia)",""
"1008","Edmond Tech",""
"1009","Edmonton Field",""
"1010","Edward Waters",""
"1011","Elgin Academy",""
"1012","Elizabeth A.C.",""
"1013","Ellensburg",""
"1014","Ellington Field",""
"1015","Ellsworth",""
"1016","El Paso National Guard",""
"1017","El Toro Marines",""
"1018","Emporia College",""
"1019","Englewood",""
"1020","Englewood High",""
"1021","Englewood YMCA",""
"1022","Erskine",""
"1023","Eton",""
"1024","Eureka",""
"1025","Evanston High",""
"1026","Evansville",""
"1027","Exeter",""
"1028","F.A.A.",""
"1029","Fall River",""
"1030","Falls of Schuylkill",""
"1031","Farragut Navy",""
"1032","Finlandia University",""
"1033","Fishburne M.A.",""
"1034","Fitchburg YMCA",""
"1035","Fleet City",""
"1036","Florence YMCA",""
"1037","Florida Southern",""
"1038","Fort Benning",""
"1039","Fort Bliss",""
"1040","Fort Bragg",""
"1041","Fort Des Moines",""
"1042","Fort Douglas",""
"1043","Fort Ethan Allen",""
"1044","Fort Jackson",""
"1045","Fort Knox",""
"1046","Fort Leavenworth",""
"1047","Fort Lewis College",""
"1048","Fort Monmouth",""
"1049","Fort Monroe",""
"1050","Fort Oglethorpe",""
"1051","Fort Ord",""
"1052","Fort Pierce",""
"1053","Fort Riley",""
"1054","Fort Sheridan",""
"1055","Fort Totten",""
"1056","Fort Warren",""
"1057","Fort Worth",""
"1058","Foundation",""
"1059","Frederick",""
"1060","Freeport High",""
"1061","Fremont Ammuntion",""
"1062","Fresno State JV",""
"1063","Friends",""
"1064","Galveston Field",""
"1065","Garden City",""
"1066","Geneva",""
"1067","Georgetown (Kentucky)",""
"1068","George Washington",""
"1069","Georgia B",""
"1070","Georgia Medical",""
"1071","Georgia Pre-Flight",""
"1072","Georgia Tech B",""
"1073","Goat Island Navy",""
"1074","Golden High",""
"1075","Gonzaga",""
"1076","Gonzaga Alumni",""
"1077","Gordon",""
"1078","Goshen",""
"1079","Grand Island",""
"1080","Grand Rapids High",""
"1081","Granite High",""
"1082","Great Lakes Navy",""
"1083","Greenfield",""
"1084","Greensboro Field",""
"1085","Greenville Field",""
"1086","Greer",""
"1087","Grinnell Alumni",""
"1088","Grinnell High",""
"1089","Grove City",""
"1090","Hahnemann Medical",""
"1091","Hamilton A.C.",""
"1092","Hampton A.C.",""
"1093","Hampton Road",""
"1094","Harrisburg A.C.",""
"1095","Harry Hillman Academy",""
"1096","Hartford",""
"1097","Harvard Alumni",""
"1098","Harvard B",""
"1099","Harvard Freshmen",""
"1100","Harvard Law",""
"1101","Haskell",""
"1102","Hastings",""
"1103","Hastings State",""
"1104","Havana A.C.",""
"1105","Havana University",""
"1106","Haverford",""
"1107","Hawaii All-Stars",""
"1108","Hayward State",""
"1109","Hebron Academy",""
"1110","Hedding",""
"1111","Herington Field",""
"1112","Highland Park",""
"1113","High Point",""
"1114","Hiwassee",""
"1115","Hoboken Navy",""
"1116","Hofstra","http://a.espncdn.com/i/teamlogos/ncaa/500/2275.png"
"1117","Homestead A.C.",""
"1118","Hondo Field",""
"1119","Hopkinson",""
"1120","Horner",""
"1121","Houston YMCA",""
"1122","Hyde Park",""
"1123","Hyde Park High",""
"1124","Idaho Marines",""
"1125","Illinois Alumni",""
"1126","Illinois Cycling Club",""
"1127","Illinois Medical",""
"1128","Independence A.C.",""
"1129","Indiana Alumni",""
"1130","Indiana Medical",""
"1131","Indiana (Pennsylvania)",""
"1132","Indianapolis Artillery",""
"1133","Intermountain",""
"1134","Iowa Pre-Flight",""
"1135","Jackson Br.-New Orleans",""
"1136","Jackson Field",""
"1137","Jacksonville Naval Air Station",""
"1138","James Millikin",""
"1139","Jefferson",""
"1140","Jefferson Medical",""
"1141","Jersey Shore",""
"1142","Kamehameha Alumni",""
"1143","Kansas City A.C.",""
"1144","Kansas City Medical",""
"1145","Kansas City Veterinary",""
"1146","Kansas Wesleyan",""
"1147","Kean","http://a.espncdn.com/i/teamlogos/ncaa/500/2871.png"
"1148","Kearney",""
"1149","Kearney Field",""
"1150","Keesler Field",""
"1151","Kelly Field",""
"1152","Kents Hill",""
"1153","Kentucky Christian","http://a.espncdn.com/i/teamlogos/ncaa/500/3077.png"
"1154","King",""
"1155","Kingfisher",""
"1156","King George",""
"1157","Kirtland Field",""
"1158","Kiski Preparatory",""
"1159","Knox College","http://a.espncdn.com/i/teamlogos/ncaa/500/255.png"
"1160","Lackland Field",""
"1161","Lake Forest Academy",""
"1162","Lake Forest Alumni",""
"1163","Lakehurst NAS",""
"1164","Lakeland University","http://a.espncdn.com/i/teamlogos/ncaa/500/6353.png"
"1165","Lake View High",""
"1166","Lancaster Crescents",""
"1167","Lane","http://a.espncdn.com/i/teamlogos/ncaa/500/2323.png"
"1168","Lanier",""
"1169","Laramie High",""
"1170","La Salle",""
"1171","Latrobe A.C.",""
"1172","Laureate Boat Club",""
"1173","Lawrenceville",""
"1174","Lawton",""
"1175","League Island Navy",""
"1176","Leander Clarke",""
"1177","Lehigh A.C.",""
"1178","Leilahau",""
"1179","Lewisburg A.C.",""
"1180","Lieutenants",""
"1181","Lincoln",""
"1182","Lincoln Field",""
"1183","Lincoln High",""
"1184","Lincoln Medical",""
"1185","Locust Grove",""
"1186","Logan All-Stars",""
"1187","Lombard",""
"1188","Long Beach State",""
"1189","Longmont High",""
"1190","Loras",""
"1191","Loras College","http://a.espncdn.com/i/teamlogos/ncaa/500/263.png"
"1192","Los Angeles A.C.",""
"1193","Los Angeles Junior College",""
"1194","Louisiana Army STU",""
"1195","Louisiana State Freshmen",""
"1196","Louisville Field",""
"1197","Love Field",""
"1198","Lowry Field",""
"1199","Loyola Academy",""
"1200","Loyola (Baltimore)",""
"1201","Loyola (Chicago)",""
"1202","Loyola (LA)",""
"1203","Loyola Marymount",""
"1204","Lubbock Field",""
"1205","Lynchburg",""
"1206","MacAurthur Field",""
"1207","Machinists Mates",""
"1208","Madison High",""
"1209","Manhattan",""
"1210","Manhattan A.C.",""
"1211","Manhattan Beach Coast Guard",""
"1212","Mankato State",""
"1213","Manual Training High",""
"1214","March Field",""
"1215","Mare Island Marines",""
"1216","Mare Island Navy",""
"1217","Marine Officers",""
"1218","Marion",""
"1219","Marion County High",""
"1220","Marion Sims",""
"1221","Marquette",""
"1222","Marshall School",""
"1223","Marshalltown",""
"1224","Maryland A.C.",""
"1225","Maryland-Baltimore",""
"1226","Massilon A.C.",""
"1227","Mather Field",""
"1228","Maxwell Field",""
"1229","Mayport NAS",""
"1230","McClellan Field",""
"1231","McDaniel",""
"1232","McGill",""
"1233","McKendree","http://a.espncdn.com/i/teamlogos/ncaa/500/2816.png"
"1234","Medford A.C.",""
"1235","Medico-Chirurgical",""
"1236","Melville PT Boats",""
"1237","Memphis High",""
"1238","Memphis Navy",""
"1239","Mercersburg Academy",""
"1240","Meridian",""
"1241","Meteor A.C.",""
"1242","Michigan A.C.",""
"1243","Michigan Military Academy",""
"1244","Midwestern Texas State",""
"1245","Milligan",""
"1246","Milwaukee Medical",""
"1247","Minneapolis Boat Club",""
"1248","Minneapolis Central High",""
"1249","Minneapolis Eastern High",""
"1250","Minneapolis South High",""
"1251","Minnesota Alumni",""
"1252","Missouri-Kansas City",""
"1253","Missouri-Rolla",""
"1254","Missouri Southern",""
"1255","Missouri Valley",""
"1256","Missouri Wesleyan",""
"1257","MIT","http://a.espncdn.com/i/teamlogos/ncaa/500/109.png"
"1258","Moffett Field",""
"1259","Mohawk",""
"1260","Moline A.C.",""
"1261","Monroe A.C.",""
"1262","Montana Tech",""
"1263","Montana Wesleyan",""
"1264","Montclair A.C.",""
"1265","Montezuma",""
"1266","Montgomery A.C.",""
"1267","Monticello Navy",""
"1268","Montreal",""
"1269","Mooney",""
"1270","Moorhead State",""
"1271","Morgan",""
"1272","Morganton Mutes",""
"1273","Morris Field",""
"1274","Morris Harvey",""
"1275","Mount Airy Deaf School",""
"1276","Mount Carmel All-Stars",""
"1277","Mount Hermon",""
"1278","Mount Pleasant",""
"1279","Mount St. Mary's",""
"1280","Multnomah A.C.",""
"1281","Nashville",""
"1282","Navy Hospital Corps",""
"1283","Navy Reserves",""
"1284","Navy Transport",""
"1285","Nebraska Alumni",""
"1286","Nebraska Wesleyan",""
"1287","Nebraska Wesleyan University","http://a.espncdn.com/i/teamlogos/ncaa/500/6845.png"
"1288","Needham",""
"1289","Newark A.C.",""
"1290","Newberry A.C.",""
"1291","Newburyport A.C.",""
"1292","New England All-Stars",""
"1293","New Jersey A.C.",""
"1294","New London Submarine Base",""
"1295","New Mexico Military",""
"1296","New Mexico Tech",""
"1297","New Orleans Gym Club",""
"1298","Newport Navy",""
"1299","Newport News",""
"1300","Newport NTS",""
"1301","Newton A.C.",""
"1302","Newton High",""
"1303","Newtowne A.C.",""
"1304","New York A.C.",""
"1305","New York Law",""
"1306","New York Naval Militia",""
"1307","New York State",""
"1308","New York University",""
"1309","Niagara",""
"1310","Norfolk A.C.",""
"1311","Norfolk Blues",""
"1312","Norfolk Fire Department",""
"1313","Norfolk Marines",""
"1314","Norfolk Navy",""
"1315","Norfolk Navy Base",""
"1316","Norfolk Navy Yard",""
"1317","Norman Naval Air Station",""
"1318","Norman Park",""
"1319","North Alabama A.C.",""
"1320","North Carolina Medical",""
"1321","North Carolina Pre-Flight",""
"1322","North Dakota Teachers",""
"1323","North Denver High",""
"1324","North Division High",""
"1325","Northeastern","http://a.espncdn.com/i/teamlogos/ncaa/500/111.png"
"1326","Northeastern Oklahoma State",""
"1327","North Georgia",""
"1328","Northwest Division High",""
"1329","Northwestern Academy",""
"1330","Northwestern Alumni",""
"1331","Northwestern Dental",""
"1332","Northwestern (Wisconsin)",""
"1333","Notre Dame B",""
"1334","Oak Ridge",""
"1335","Oceana NAS",""
"1336","Ogden A.C.",""
"1337","Ogden High",""
"1338","Oglethorpe",""
"1339","Ohio Am. Corp.",""
"1340","Ohio Medical",""
"1341","Oklahoma City",""
"1342","Oklahoma Mines",""
"1343","Oklahoma Teachers",""
"1344","Olathe Navy",""
"1345","Olivet",""
"1346","Olympic A.C.",""
"1347","Olympic Club",""
"1348","Omaha Balloon",""
"1349","Omaha Light Guards",""
"1350","Onondaga",""
"1351","Orange A.C.",""
"1352","Oregon College",""
"1353","Oregon State Alumni",""
"1354","Originals A.C.",""
"1355","Ottawa",""
"1356","Ottumwa Pre-Flight",""
"1357","Ouachita",""
"1358","Overland Station",""
"1359","Ozarks",""
"1360","Pacific",""
"1361","Pacific All-Stars",""
"1362","Pacific Fleet",""
"1363","Pacific (Oregon)",""
"1364","Pacific Submarines",""
"1365","Palmyra",""
"1366","Panhandle State",""
"1367","Panora",""
"1368","Park Field",""
"1369","Parris Island Marines",""
"1370","Parsons",""
"1371","Parsons (Iowa)",""
"1372","Pastime A.C.",""
"1373","Payne Field",""
"1374","Pearl Harbor",""
"1375","Pelham Bay Navy",""
"1376","Penn Radio School",""
"1377","Pennsylvania Alumni",""
"1378","Pennsylvania College",""
"1379","Pennsylvania Military",""
"1380","Pennsylvania Railroad YMCA",""
"1381","Pennsylvania Reserves",""
"1382","Pensacola A.C.",""
"1383","Pensacola NAS",""
"1384","Peoria Socials A.C.",""
"1385","Pepperdine",""
"1386","Peru State",""
"1387","Phialdelphia YMCA",""
"1388","Philadelphia A.C.",""
"1389","Philadelphia All-Stars",""
"1390","Philadelphia Naval Yard",""
"1391","Phillips",""
"1392","Phoenix A.C.",""
"1393","Phoenix All-Stars",""
"1394","Phoenix Indians",""
"1395","Physicians & Surgeons",""
"1396","Piedmont",""
"1397","Pittsburgh A.C.",""
"1398","Pittsburgh Lyceum",""
"1399","Pittsfield A.C.",""
"1400","Pleasanton Navy",""
"1401","Pomona Ordinance Base",""
"1402","Pontiac A.C.",""
"1403","Porter Military",""
"1404","Portland",""
"1405","Portland A.C.",""
"1406","Port Royal",""
"1407","Portsmouth Fleet",""
"1408","Post Field",""
"1409","Prairie A.C.",""
"1410","Presidio of San Francisco",""
"1411","Princeton A.C.",""
"1412","Princeton Alumni",""
"1413","Princeton Seminary",""
"1414","Providence",""
"1415","Pueblo High",""
"1416","Pueblo YMCA",""
"1417","Purdue Alumni",""
"1418","Quantico Marines",""
"1419","Quincy A.C.",""
"1420","Randolph Field",""
"1421","Ream Field",""
"1422","Regis (CO)",""
"1423","Reina Mercedes",""
"1424","Reliance A.C.",""
"1425","Richmond Blues",""
"1426","Richmond Field",""
"1427","Ridgefield A.C.",""
"1428","Riverside",""
"1429","Roanoke",""
"1430","Rockford High",""
"1431","Rockford YMCA",""
"1432","Rockhurst",""
"1433","Rock Island A.C.",""
"1434","Rollins",""
"1435","Rooks",""
"1436","Rush Medical",""
"1437","Rusk",""
"1438","Sacaton Indians",""
"1439","Sacred Heart (Wisconsin)",""
"1440","Saint Louis",""
"1441","Saint Mary's (CA)",""
"1442","Saint Mary's (CA) Pre-Flight",""
"1443","Salt Lake Field",""
"1444","Salt Lake High",""
"1445","Salt Lake YMCA",""
"1446","Sampson NTS",""
"1447","San Diego Bombers (PCFL)",""
"1448","San Diego Marines",""
"1449","San Diego Navy",""
"1450","San Francisco",""
"1451","San Francisco Clippers (AFL)",""
"1452","San Francisco State",""
"1453","San Pedro A.C.",""
"1454","San Pedro Navy",""
"1455","Santa Ana Field",""
"1456","Santa Clara",""
"1457","Savannah A.C.",""
"1458","S.B. Howard Park",""
"1459","Schuylkill",""
"1460","Schuylkill Navy",""
"1461","Scott Field",""
"1462","Scout Fleet",""
"1463","Scranton",""
"1464","Seamen Gunners",""
"1465","Second Air Force",""
"1466","Second Air Force (Colorado)",""
"1467","Second Air Force (Washington)",""
"1468","Seton Hall",""
"1469","Sewanee Club (Virginia)",""
"1470","Sewanee Medical",""
"1471","Shamokin",""
"1472","Shattuck",""
"1473","Sherman",""
"1474","Shorter","http://a.espncdn.com/i/teamlogos/ncaa/500/2560.png"
"1475","Shreveport A.C.",""
"1476","Shurtleff",""
"1477","Sioux City A.C.",""
"1478","Sioux Falls","http://a.espncdn.com/i/teamlogos/ncaa/500/2894.png"
"1479","SMTS",""
"1480","Sonoma State",""
"1481","South Bend A.C.",""
"1482","South Berwick",""
"1483","South Denver High",""
"1484","Southeastern Oklahoma State",""
"1485","Southern California Alumni",""
"1486","Southern College",""
"1487","Southern Methodist Freshmen",""
"1488","Southern Military Academy",""
"1489","South Plains Field",""
"1490","South Side Academy",""
"1491","Southwestern (Kansas)",""
"1492","Southwestern Oklahoma State",""
"1493","Southwestern University","http://a.espncdn.com/i/teamlogos/ncaa/500/2588.png"
"1494","Spence Field",""
"1495","Spring Hill",""
"1496","Squantum NAS",""
"1497","Staats A.C.",""
"1498","St. Albans",""
"1499","Standifer Shipbuilders",""
"1500","St. Benedict",""
"1501","St. Bonaventure",""
"1502","St. Edward's",""
"1503","Steelton YMCA",""
"1504","Sterling A.C.",""
"1505","Stevens",""
"1506","Stevens Alumni",""
"1507","St. Francis (Pennsylvania)",""
"1508","St. Helena NTS",""
"1509","Still",""
"1510","St. John's M.A.",""
"1511","St. John's (Maryland)",""
"1512","St. Joseph's (Indiana)",""
"1513","St. Joseph's (Pennsylvania)",""
"1514","St. Lawrence",""
